124,155,19220,0.8000
140,77,10780,1.8182
71,28,1988,2.5357
71,28,1988,2.5357
70,74,5180,0.9459
206,112,23072,1.8393
94,83,7802,1.1325
94,83,7802,1.1325
78,97,7566,0.8041
33,23,759,1.4348
34,23,782,1.4783
119,171,20349,0.6959
68,34,2312,2.0000
102,132,13464,0.7727
37,71,2627,0.5211
21,37,777,0.5676
66,40,2640,1.6500
22,30,660,0.7333
20,21,420,0.9524
106,82,8692,1.2927
72,77,5544,0.9351
16,27,432,0.5926
40,39,1560,1.0256
16,26,416,0.6154
29,28,812,1.0357
96,90,8640,1.0667
259,193,49987,1.3420
227,181,41087,1.2541
45,68,3060,0.6618
149,110,16390,1.3545
209,102,21318,2.0490
100,67,6700,1.4925
127,221,28067,0.5747
60,115,6900,0.5217
60,116,6960,0.5172
134,125,16750,1.0720
68,47,3196,1.4468
69,47,3243,1.4681
121,78,9438,1.5513
122,78,9516,1.5641
63,80,5040,0.7875
56,91,5096,0.6154
63,115,7245,0.5478
90,159,14310,0.5660
157,177,27789,0.8870
39,31,1209,1.2581
40,31,1240,1.2903
45,44,1980,1.0227
95,86,8170,1.1047
52,71,3692,0.7324
136,122,16592,1.1148
36,26,936,1.3846
35,21,735,1.6667
60,32,1920,1.8750
60,41,2460,1.4634
42,23,966,1.8261
33,46,1518,0.7174
49,25,1225,1.9600
49,25,1225,1.9600
79,58,4582,1.3621
80,58,4640,1.3793
32,47,1504,0.6809
63,60,3780,1.0500
96,49,4704,1.9592
118,69,8142,1.7101
134,105,14070,1.2762
135,105,14175,1.2857
81,53,4293,1.5283
110,82,9020,1.3415
277,342,94734,0.8099
122,151,18422,0.8079
81,39,3159,2.0769
82,39,3198,2.1026
29,27,783,1.0741
35,49,1715,0.7143
94,86,8084,1.0930
142,23,3266,6.1739
143,23,3289,6.2174
34,31,1054,1.0968
35,31,1085,1.1290
87,67,5829,1.2985
158,105,16590,1.5048
82,65,5330,1.2615
32,46,1472,0.6957
52,54,2808,0.9630
48,45,2160,1.0667
22,29,638,0.7586
161,170,27370,0.9471
151,126,19026,1.1984
220,235,51700,0.9362
14,16,224,0.8750
14,17,238,0.8235
51,29,1479,1.7586
51,29,1479,1.7586
211,140,29540,1.5071
143,110,15730,1.3000
215,188,40420,1.1436
47,65,3055,0.7231
107,101,10807,1.0594
248,220,54560,1.1273
20,23,460,0.8696
16,21,336,0.7619
16,22,352,0.7273
84,55,4620,1.5273
85,55,4675,1.5455
32,29,928,1.1034
33,29,957,1.1379
124,90,11160,1.3778
26,31,806,0.8387
26,15,390,1.7333
145,139,20155,1.0432
28,14,392,2.0000
20,18,360,1.1111
21,18,378,1.1667
27,36,972,0.7500
27,36,972,0.7500
112,80,8960,1.4000
104,56,5824,1.8571
168,211,35448,0.7962
87,115,10005,0.7565
49,33,1617,1.4848
49,33,1617,1.4848
31,27,837,1.1481
32,27,864,1.1852
70,46,3220,1.5217
71,46,3266,1.5435
42,48,2016,0.8750
257,183,47031,1.4044
52,28,1456,1.8571
52,28,1456,1.8571
87,44,3828,1.9773
88,44,3872,2.0000
35,25,875,1.4000
35,25,875,1.4000
56,21,1176,2.6667
57,21,1197,2.7143
35,28,980,1.2500
35,28,980,1.2500
61,36,2196,1.6944
14,20,280,0.7000
14,20,280,0.7000
50,34,1700,1.4706
13,9,117,1.4444
183,158,28914,1.1582
184,158,29072,1.1646
253,314,79442,0.8057
161,80,12880,2.0125
28,36,1008,0.7778
28,37,1036,0.7568
75,44,3300,1.7045
76,44,3344,1.7273
107,78,8346,1.3718
108,78,8424,1.3846
169,84,14196,2.0119
56,31,1736,1.8065
66,60,3960,1.1000
48,41,1968,1.1707
32,46,1472,0.6957
32,47,1504,0.6809
87,67,5829,1.2985
19,10,190,1.9000
51,81,4131,0.6296
88,44,3872,2.0000
62,79,4898,0.7848
62,79,4898,0.7848
17,22,374,0.7727
17,22,374,0.7727
68,50,3400,1.3600
32,39,1248,0.8205
32,40,1280,0.8000
260,92,23920,2.8261
262,92,24104,2.8478
58,41,2378,1.4146
58,41,2378,1.4146
221,243,53703,0.9095
45,76,3420,0.5921
254,135,34290,1.8815
216,191,41256,1.1309
229,170,38930,1.3471
213,139,29607,1.5324
116,118,13688,0.9831
29,52,1508,0.5577
29,52,1508,0.5577
23,48,1104,0.4792
23,48,1104,0.4792
109,95,10355,1.1474
39,63,2457,0.6190
17,12,204,1.4167
18,12,216,1.5000
15,12,180,1.2500
179,218,39022,0.8211
89,83,7387,1.0723
79,115,9085,0.6870
177,117,20709,1.5128
146,81,11826,1.8025
201,132,26532,1.5227
143,112,16016,1.2768
83,44,3652,1.8864
86,64,5504,1.3438
86,64,5504,1.3438
127,163,20701,0.7791
252,135,34020,1.8667
111,64,7104,1.7344
32,68,2176,0.4706
103,84,8652,1.2262
40,91,3640,0.4396
40,91,3640,0.4396
23,38,874,0.6053
288,195,56160,1.4769
57,94,5358,0.6064
57,95,5415,0.6000
59,50,2950,1.1800
60,50,3000,1.2000
17,27,459,0.6296
17,27,459,0.6296
46,62,2852,0.7419
46,63,2898,0.7302
65,48,3120,1.3542
65,59,3835,1.1017
16,12,192,1.3333
196,91,17836,2.1538
92,52,4784,1.7692
92,52,4784,1.7692
22,38,836,0.5789
22,38,836,0.5789
100,116,11600,0.8621
63,71,4473,0.8873
12,10,120,1.2000
13,10,130,1.3000
30,31,930,0.9677
22,16,352,1.3750
151,147,22197,1.0272
14,63,882,0.2222
14,64,896,0.2188
49,66,3234,0.7424
49,66,3234,0.7424
63,38,2394,1.6579
67,143,9581,0.4685
26,55,1430,0.4727
26,55,1430,0.4727
12,26,312,0.4615
12,27,324,0.4444
98,28,2744,3.5000
100,30,3000,3.3333
38,70,2660,0.5429
125,112,14000,1.1161
57,57,3249,1.0000
24,40,960,0.6000
24,41,984,0.5854
28,24,672,1.1667
126,75,9450,1.6800
41,24,984,1.7083
63,41,2583,1.5366
87,56,4872,1.5536
88,56,4928,1.5714
99,70,6930,1.4143
36,39,1404,0.9231
121,144,17424,0.8403
256,188,48128,1.3617
256,188,48128,1.3617
322,371,119462,0.8679
198,174,34452,1.1379
200,174,34800,1.1494
143,70,10010,2.0429
109,114,12426,0.9561
16,32,512,0.5000
40,77,3080,0.5195
117,73,8541,1.6027
185,201,37185,0.9204
67,51,3417,1.3137
67,51,3417,1.3137
26,25,650,1.0400
120,105,12600,1.1429
82,64,5248,1.2812
82,64,5248,1.2812
9,11,99,0.8182
36,21,756,1.7143
36,21,756,1.7143
142,101,14342,1.4059
28,21,588,1.3333
79,78,6162,1.0128
21,19,399,1.1053
77,66,5082,1.1667
78,66,5148,1.1818
100,109,10900,0.9174
34,26,884,1.3077
34,26,884,1.3077
89,61,5429,1.4590
86,67,5762,1.2836
86,67,5762,1.2836
75,49,3675,1.5306
31,22,682,1.4091
32,22,704,1.4545
41,30,1230,1.3667
52,30,1560,1.7333
52,30,1560,1.7333
90,50,4500,1.8000
105,102,10710,1.0294
55,27,1485,2.0370
55,27,1485,2.0370
51,106,5406,0.4811
29,55,1595,0.5273
36,26,936,1.3846
34,63,2142,0.5397
52,42,2184,1.2381
22,25,550,0.8800
63,95,5985,0.6632
46,27,1242,1.7037
22,26,572,0.8462
113,82,9266,1.3780
118,80,9440,1.4750
46,63,2898,0.7302
44,28,1232,1.5714
8,7,56,1.1429
50,84,4200,0.5952
42,28,1176,1.5000
53,112,5936,0.4732
77,28,2156,2.7500
78,28,2184,2.7857
72,33,2376,2.1818
72,33,2376,2.1818
59,99,5841,0.5960
280,248,69440,1.1290
48,62,2976,0.7742
48,63,3024,0.7619
33,22,726,1.5000
33,22,726,1.5000
39,63,2457,0.6190
72,124,8928,0.5806
202,147,29694,1.3741
82,60,4920,1.3667
66,52,3432,1.2692
58,44,2552,1.3182
59,44,2596,1.3409
89,91,8099,0.9780
166,153,25398,1.0850
111,104,11544,1.0673
83,61,5063,1.3607
261,189,49329,1.3810
262,189,49518,1.3862
46,39,1794,1.1795
47,39,1833,1.2051
151,116,17516,1.3017
197,144,28368,1.3681
184,117,21528,1.5726
107,59,6313,1.8136
107,59,6313,1.8136
64,33,2112,1.9394
146,88,12848,1.6591
146,88,12848,1.6591
107,60,6420,1.7833
32,19,608,1.6842
87,59,5133,1.4746
114,72,8208,1.5833
114,72,8208,1.5833
49,35,1715,1.4000
28,20,560,1.4000
67,6,402,11.1667
67,6,402,11.1667
94,81,7614,1.1605
95,81,7695,1.1728
115,30,3450,3.8333
115,30,3450,3.8333
70,89,6230,0.7865
95,45,4275,2.1111
38,22,836,1.7273
107,99,10593,1.0808
60,57,3420,1.0526
68,32,2176,2.1250
43,92,3956,0.4674
133,103,13699,1.2913
134,103,13802,1.3010
85,52,4420,1.6346
85,52,4420,1.6346
63,49,3087,1.2857
64,51,3264,1.2549
35,41,1435,0.8537
206,161,33166,1.2795
89,77,6853,1.1558
190,109,20710,1.7431
132,83,10956,1.5904
133,83,11039,1.6024
55,67,3685,0.8209
55,68,3740,0.8088
217,140,30380,1.5500
248,217,53816,1.1429
17,34,578,0.5000
100,121,12100,0.8264
14,28,392,0.5000
12,9,108,1.3333
75,85,6375,0.8824
55,32,1760,1.7188
55,32,1760,1.7188
207,166,34362,1.2470
56,32,1792,1.7500
59,91,5369,0.6484
37,21,777,1.7619
38,21,798,1.8095
13,11,143,1.1818
13,11,143,1.1818
104,57,5928,1.8246
91,94,8554,0.9681
29,18,522,1.6111
30,18,540,1.6667
21,45,945,0.4667
48,47,2256,1.0213
40,30,1200,1.3333
45,63,2835,0.7143
186,185,34410,1.0054
191,115,21965,1.6609
120,71,8520,1.6901
60,92,5520,0.6522
82,68,5576,1.2059
49,50,2450,0.9800
128,129,16512,0.9922
99,48,4752,2.0625
17,18,306,0.9444
112,72,8064,1.5556
26,31,806,0.8387
74,84,6216,0.8810
74,85,6290,0.8706
57,82,4674,0.6951
73,59,4307,1.2373
107,60,6420,1.7833
129,146,18834,0.8836
201,97,19497,2.0722
83,152,12616,0.5461
125,70,8750,1.7857
127,76,9652,1.6711
67,47,3149,1.4255
67,41,2747,1.6341
53,59,3127,0.8983
145,127,18415,1.1417
467,310,144770,1.5065
86,156,13416,0.5513
141,84,11844,1.6786
73,57,4161,1.2807
74,57,4218,1.2982
250,308,77000,0.8117
77,78,6006,0.9872
25,39,975,0.6410
44,64,2816,0.6875
78,73,5694,1.0685
112,113,12656,0.9912
93,79,7347,1.1772
195,202,39390,0.9653
51,65,3315,0.7846
51,65,3315,0.7846
139,117,16263,1.1880
139,117,16263,1.1880
348,200,69600,1.7400
72,64,4608,1.1250
73,64,4672,1.1406
140,126,17640,1.1111
153,115,17595,1.3304
40,59,2360,0.6780
40,59,2360,0.6780
169,183,30927,0.9235
48,29,1392,1.6552
48,29,1392,1.6552
60,69,4140,0.8696
60,69,4140,0.8696
45,28,1260,1.6071
46,28,1288,1.6429
78,44,3432,1.7727
78,44,3432,1.7727
73,61,4453,1.1967
51,40,2040,1.2750
52,40,2080,1.3000
24,21,504,1.1429
39,74,2886,0.5270
39,75,2925,0.5200
28,94,2632,0.2979
28,95,2660,0.2947
125,94,11750,1.3298
125,94,11750,1.3298
175,176,30800,0.9943
57,92,5244,0.6196
57,92,5244,0.6196
89,38,3382,2.3421
89,38,3382,2.3421
268,149,39932,1.7987
26,54,1404,0.4815
368,321,118128,1.1464
231,189,43659,1.2222
62,79,4898,0.7848
54,45,2430,1.2000
84,74,6216,1.1351
55,28,1540,1.9643
111,166,18426,0.6687
34,31,1054,1.0968
47,28,1316,1.6786
151,332,50132,0.4548
53,89,4717,0.5955
53,89,4717,0.5955
294,226,66444,1.3009
140,91,12740,1.5385
114,59,6726,1.9322
68,56,3808,1.2143
104,175,18200,0.5943
244,185,45140,1.3189
245,185,45325,1.3243
293,152,44536,1.9276
294,152,44688,1.9342
34,57,1938,0.5965
40,46,1840,0.8696
43,27,1161,1.5926
20,16,320,1.2500
21,16,336,1.3125
26,35,910,0.7429
33,39,1287,0.8462
44,90,3960,0.4889
44,91,4004,0.4835
46,51,2346,0.9020
42,52,2184,0.8077
94,167,15698,0.5629
25,43,1075,0.5814
25,44,1100,0.5682
116,126,14616,0.9206
96,87,8352,1.1034
48,74,3552,0.6486
48,74,3552,0.6486
117,196,22932,0.5969
94,90,8460,1.0444
18,32,576,0.5625
22,24,528,0.9167
22,25,550,0.8800
63,35,2205,1.8000
64,35,2240,1.8286
27,42,1134,0.6429
101,92,9292,1.0978
116,73,8468,1.5890
116,73,8468,1.5890
271,168,45528,1.6131
91,50,4550,1.8200
64,43,2752,1.4884
56,33,1848,1.6970
38,33,1254,1.1515
39,33,1287,1.1818
4,25,100,0.1600
4,26,104,0.1538
78,42,3276,1.8571
81,56,4536,1.4464
102,135,13770,0.7556
151,139,20989,1.0863
122,165,20130,0.7394
36,27,972,1.3333
46,38,1748,1.2105
54,90,4860,0.6000
141,134,18894,1.0522
50,56,2800,0.8929
12,14,168,0.8571
12,15,180,0.8000
71,48,3408,1.4792
16,10,160,1.6000
20,13,260,1.5385
20,13,260,1.5385
37,62,2294,0.5968
37,62,2294,0.5968
66,47,3102,1.4043
100,75,7500,1.3333
37,33,1221,1.1212
37,33,1221,1.1212
180,85,15300,2.1176
126,174,21924,0.7241
80,91,7280,0.8791
80,91,7280,0.8791
201,125,25125,1.6080
145,75,10875,1.9333
63,67,4221,0.9403
100,131,13100,0.7634
139,139,19321,1.0000
89,80,7120,1.1125
54,35,1890,1.5429
72,148,10656,0.4865
122,64,7808,1.9062
107,86,9202,1.2442
107,86,9202,1.2442
70,64,4480,1.0938
69,46,3174,1.5000
104,156,16224,0.6667
222,176,39072,1.2614
93,81,7533,1.1481
76,87,6612,0.8736
42,31,1302,1.3548
43,31,1333,1.3871
38,12,456,3.1667
38,12,456,3.1667
57,50,2850,1.1400
87,79,6873,1.1013
82,169,13858,0.4852
55,35,1925,1.5714
55,35,1925,1.5714
89,87,7743,1.0230
59,52,3068,1.1346
168,121,20328,1.3884
32,18,576,1.7778
33,18,594,1.8333
121,56,6776,2.1607
53,76,4028,0.6974
57,30,1710,1.9000
62,77,4774,0.8052
80,70,5600,1.1429
80,70,5600,1.1429
114,76,8664,1.5000
115,76,8740,1.5132
75,25,1875,3.0000
76,25,1900,3.0400
129,219,28251,0.5890
258,138,35604,1.8696
222,120,26640,1.8500
248,336,83328,0.7381
169,150,25350,1.1267
169,150,25350,1.1267
101,85,8585,1.1882
141,165,23265,0.8545
170,188,31960,0.9043
164,109,17876,1.5046
94,113,10622,0.8319
60,86,5160,0.6977
148,92,13616,1.6087
199,157,31243,1.2675
54,53,2862,1.0189
41,36,1476,1.1389
41,36,1476,1.1389
219,201,44019,1.0896
106,89,9434,1.1910
80,110,8800,0.7273
73,60,4380,1.2167
73,60,4380,1.2167
78,103,8034,0.7573
124,75,9300,1.6533
144,86,12384,1.6744
154,71,10934,2.1690
291,270,78570,1.0778
39,56,2184,0.6964
37,58,2146,0.6379
38,25,950,1.5200
43,141,6063,0.3050
43,142,6106,0.3028
153,99,15147,1.5455
115,115,13225,1.0000
66,115,7590,0.5739
158,131,20698,1.2061
168,135,22680,1.2444
175,83,14525,2.1084
208,154,32032,1.3506
215,295,63425,0.7288
45,39,1755,1.1538
96,151,14496,0.6358
109,73,7957,1.4932
112,87,9744,1.2874
55,38,2090,1.4474
35,44,1540,0.7955
38,18,684,2.1111
39,18,702,2.1667
108,55,5940,1.9636
135,119,16065,1.1345
69,138,9522,0.5000
89,48,4272,1.8542
108,167,18036,0.6467
54,74,3996,0.7297
59,89,5251,0.6629
66,69,4554,0.9565
84,61,5124,1.3770
81,89,7209,0.9101
67,34,2278,1.9706
93,80,7440,1.1625
123,150,18450,0.8200
71,89,6319,0.7978
366,314,114924,1.1656
43,35,1505,1.2286
44,35,1540,1.2571
19,27,513,0.7037
16,26,416,0.6154
38,75,2850,0.5067
68,119,8092,0.5714
17,34,578,0.5000
51,58,2958,0.8793
49,38,1862,1.2895
183,134,24522,1.3657
183,134,24522,1.3657
73,66,4818,1.1061
74,66,4884,1.1212
199,124,24676,1.6048
199,124,24676,1.6048
205,324,66420,0.6327
100,62,6200,1.6129
172,96,16512,1.7917
2,12,24,0.1667
2,13,26,0.1538
334,225,75150,1.4844
119,212,25228,0.5613
154,214,32956,0.7196
82,46,3772,1.7826
61,57,3477,1.0702
94,90,8460,1.0444
68,75,5100,0.9067
78,95,7410,0.8211
116,107,12412,1.0841
223,219,48837,1.0183
53,101,5353,0.5248
53,101,5353,0.5248
209,205,42845,1.0195
100,61,6100,1.6393
50,18,900,2.7778
50,18,900,2.7778
91,97,8827,0.9381
337,197,66389,1.7107
104,77,8008,1.3506
80,47,3760,1.7021
19,12,228,1.5833
19,12,228,1.5833
104,167,17368,0.6228
194,186,36084,1.0430
58,65,3770,0.8923
98,111,10878,0.8829
65,17,1105,3.8235
66,17,1122,3.8824
118,134,15812,0.8806
42,79,3318,0.5316
42,79,3318,0.5316
320,215,68800,1.4884
163,117,19071,1.3932
113,171,19323,0.6608
51,23,1173,2.2174
52,23,1196,2.2609
201,147,29547,1.3673
131,186,24366,0.7043
108,104,11232,1.0385
441,233,102753,1.8927
67,90,6030,0.7444
51,71,3621,0.7183
51,71,3621,0.7183
309,361,111549,0.8560
242,148,35816,1.6351
195,178,34710,1.0955
155,103,15965,1.5049
222,141,31302,1.5745
99,121,11979,0.8182
158,92,14536,1.7174
71,118,8378,0.6017
104,90,9360,1.1556
145,55,7975,2.6364
146,55,8030,2.6545
99,47,4653,2.1064
45,22,990,2.0455
46,22,1012,2.0909
128,140,17920,0.9143
19,73,1387,0.2603
19,74,1406,0.2568
85,66,5610,1.2879
42,22,924,1.9091
42,22,924,1.9091
210,108,22680,1.9444
107,107,11449,1.0000
87,52,4524,1.6731
88,52,4576,1.6923
81,28,2268,2.8929
81,28,2268,2.8929
46,56,2576,0.8214
79,75,5925,1.0533
178,127,22606,1.4016
85,66,5610,1.2879
53,43,2279,1.2326
54,43,2322,1.2558
82,56,4592,1.4643
238,188,44744,1.2660
33,26,858,1.2692
33,26,858,1.2692
76,58,4408,1.3103
79,14,1106,5.6429
79,14,1106,5.6429
239,188,44932,1.2713
100,65,6500,1.5385
101,65,6565,1.5538
69,62,4278,1.1129
53,96,5088,0.5521
158,128,20224,1.2344
83,55,4565,1.5091
83,55,4565,1.5091
126,95,11970,1.3263
122,78,9516,1.5641
44,96,4224,0.4583
155,121,18755,1.2810
155,121,18755,1.2810
33,96,3168,0.3438
33,96,3168,0.3438
17,33,561,0.5152
17,34,578,0.5000
68,93,6324,0.7312
68,93,6324,0.7312
91,171,15561,0.5322
65,69,4485,0.9420
44,82,3608,0.5366
211,116,24476,1.8190
117,104,12168,1.1250
117,104,12168,1.1250
83,122,10126,0.6803
142,90,12780,1.5778
112,237,26544,0.4726
58,121,7018,0.4793
58,121,7018,0.4793
160,74,11840,2.1622
35,18,630,1.9444
36,18,648,2.0000
171,214,36594,0.7991
96,183,17568,0.5246
100,176,17600,0.5682
142,122,17324,1.1639
142,122,17324,1.1639
162,84,13608,1.9286
166,170,28220,0.9765
71,104,7384,0.6827
38,49,1862,0.7755
38,49,1862,0.7755
86,65,5590,1.3231
264,170,44880,1.5529
148,71,10508,2.0845
44,38,1672,1.1579
45,38,1710,1.1842
159,101,16059,1.5743
204,108,22032,1.8889
170,227,38590,0.7489
316,309,97644,1.0227
192,176,33792,1.0909
126,112,14112,1.1250
126,112,14112,1.1250
113,139,15707,0.8129
145,113,16385,1.2832
426,242,103092,1.7603
72,90,6480,0.8000
72,91,6552,0.7912
180,83,14940,2.1687
407,230,93610,1.7696
115,159,18285,0.7233
81,71,5751,1.1408
32,61,1952,0.5246
32,62,1984,0.5161
114,53,6042,2.1509
20,11,220,1.8182
69,64,4416,1.0781
236,182,42952,1.2967
55,102,5610,0.5392
55,102,5610,0.5392
104,97,10088,1.0722
246,132,32472,1.8636
88,73,6424,1.2055
89,73,6497,1.2192
344,213,73272,1.6150
142,88,12496,1.6136
142,88,12496,1.6136
111,61,6771,1.8197
112,61,6832,1.8361
111,66,7326,1.6818
112,66,7392,1.6970
135,84,11340,1.6071
141,92,12972,1.5326
144,78,11232,1.8462
228,177,40356,1.2881
121,156,18876,0.7756
338,314,106132,1.0764
44,69,3036,0.6377
44,69,3036,0.6377
67,16,1072,4.1875
67,16,1072,4.1875
30,28,840,1.0714
3,23,69,0.1304
3,24,72,0.1250
187,126,23562,1.4841
15,26,390,0.5769
15,27,405,0.5556
112,97,10864,1.1546
113,97,10961,1.1649
125,37,4625,3.3784
126,37,4662,3.4054
61,32,1952,1.9062
27,38,1026,0.7105
141,110,15510,1.2818
163,143,23309,1.1399
164,143,23452,1.1469
192,151,28992,1.2715
175,82,14350,2.1341
99,67,6633,1.4776
142,85,12070,1.6706
102,83,8466,1.2289
87,69,6003,1.2609
127,165,20955,0.7697
103,82,8446,1.2561
25,14,350,1.7857
26,14,364,1.8571
106,52,5512,2.0385
189,239,45171,0.7908
229,194,44426,1.1804
91,67,6097,1.3582
92,67,6164,1.3731
171,106,18126,1.6132
61,80,4880,0.7625
67,65,4355,1.0308
100,94,9400,1.0638
65,83,5395,0.7831
75,98,7350,0.7653
61,39,2379,1.5641
74,96,7104,0.7708
54,48,2592,1.1250
55,48,2640,1.1458
61,39,2379,1.5641
62,39,2418,1.5897
148,127,18796,1.1654
148,127,18796,1.1654
181,121,21901,1.4959
168,86,14448,1.9535
77,110,8470,0.7000
77,111,8547,0.6937
111,50,5550,2.2200
112,50,5600,2.2400
198,186,36828,1.0645
46,94,4324,0.4894
46,95,4370,0.4842
253,193,48829,1.3109
13,16,208,0.8125
13,17,221,0.7647
62,27,1674,2.2963
63,27,1701,2.3333
39,21,819,1.8571
39,21,819,1.8571
111,94,10434,1.1809
130,69,8970,1.8841
113,119,13447,0.9496
113,148,16724,0.7635
11,13,143,0.8462
11,14,154,0.7857
63,74,4662,0.8514
63,75,4725,0.8400
15,19,285,0.7895
15,19,285,0.7895
124,105,13020,1.1810
125,105,13125,1.1905
76,95,7220,0.8000
65,77,5005,0.8442
91,19,1729,4.7895
91,19,1729,4.7895
173,168,29064,1.0298
325,208,67600,1.5625
223,220,49060,1.0136
139,84,11676,1.6548
139,84,11676,1.6548
180,104,18720,1.7308
104,50,5200,2.0800
111,95,10545,1.1684
214,100,21400,2.1400
122,96,11712,1.2708
48,27,1296,1.7778
48,27,1296,1.7778
129,128,16512,1.0078
71,80,5680,0.8875
71,80,5680,0.8875
132,87,11484,1.5172
96,71,6816,1.3521
172,86,14792,2.0000
172,86,14792,2.0000
200,258,51600,0.7752
89,103,9167,0.8641
89,104,9256,0.8558
57,82,4674,0.6951
57,82,4674,0.6951
89,178,15842,0.5000
125,60,7500,2.0833
97,198,19206,0.4899
77,51,3927,1.5098
98,53,5194,1.8491
93,119,11067,0.7815
87,49,4263,1.7755
33,31,1023,1.0645
171,136,23256,1.2574
29,43,1247,0.6744
55,42,2310,1.3095
55,42,2310,1.3095
184,89,16376,2.0674
250,122,30500,2.0492
55,103,5665,0.5340
179,162,28998,1.1049
85,62,5270,1.3710
8,19,152,0.4211
8,20,160,0.4000
69,91,6279,0.7582
204,218,44472,0.9358
9,12,108,0.7500
9,12,108,0.7500
293,231,67683,1.2684
295,231,68145,1.2771
599,313,187487,1.9137
267,142,37914,1.8803
23,43,989,0.5349
123,264,32472,0.4659
261,241,62901,1.0830
439,397,174283,1.1058
161,91,14651,1.7692
187,86,16082,2.1744
187,86,16082,2.1744
200,107,21400,1.8692
119,52,6188,2.2885
119,52,6188,2.2885
115,73,8395,1.5753
100,195,19500,0.5128
36,66,2376,0.5455
100,77,7700,1.2987
140,77,10780,1.8182
190,118,22420,1.6102
63,50,3150,1.2600
153,292,44676,0.5240
33,104,3432,0.3173
33,104,3432,0.3173
157,152,23864,1.0329
50,77,3850,0.6494
50,77,3850,0.6494
128,184,23552,0.6957
118,151,17818,0.7815
167,115,19205,1.4522
315,226,71190,1.3938
19,3,57,6.3333
19,3,57,6.3333
209,156,32604,1.3397
220,311,68420,0.7074
124,185,22940,0.6703
64,101,6464,0.6337
64,101,6464,0.6337
124,87,10788,1.4253
125,87,10875,1.4368
254,158,40132,1.6076
145,131,18995,1.1069
95,133,12635,0.7143
23,11,253,2.0909
51,54,2754,0.9444
101,61,6161,1.6557
88,135,11880,0.6519
21,38,798,0.5526
63,28,1764,2.2500
64,28,1792,2.2857
104,53,5512,1.9623
45,37,1665,1.2162
45,37,1665,1.2162
98,138,13524,0.7101
33,26,858,1.2692
34,26,884,1.3077
76,45,3420,1.6889
387,178,68886,2.1742
180,121,21780,1.4876
26,33,858,0.7879
26,34,884,0.7647
74,84,6216,0.8810
74,84,6216,0.8810
105,93,9765,1.1290
217,142,30814,1.5282
79,63,4977,1.2540
47,42,1974,1.1190
70,78,5460,0.8974
28,9,252,3.1111
29,9,261,3.2222
174,119,20706,1.4622
17,28,476,0.6071
17,28,476,0.6071
82,52,4264,1.5769
82,52,4264,1.5769
35,61,2135,0.5738
47,35,1645,1.3429
85,62,5270,1.3710
86,62,5332,1.3871
93,73,6789,1.2740
93,73,6789,1.2740
38,23,874,1.6522
38,23,874,1.6522
114,116,13224,0.9828
36,76,2736,0.4737
36,76,2736,0.4737
112,59,6608,1.8983
142,91,12922,1.5604
99,129,12771,0.7674
100,140,14000,0.7143
96,168,16128,0.5714
